id,signup_method,gender,age,language,affiliate_channel,affiliate_provider,signup_app,first_device_type,first_browser,booking,treatment,total_actions,unique_actions,total_secs_elapsed,avg_secs_per_action
40749ouojo,facebook,MALE,56.0,en,content,google,Web,Mac Desktop,Safari,0,0,48,15,537676.0,11439.91489361702
y08pc7xd68,facebook,MALE,64.0,en,direct,direct,Android,Other/Unknown,-unknown-,0,0,73,10,1051083.0,14598.375
6z2y3pgn37,facebook,FEMALE,24.0,en,direct,direct,Web,iPhone,Mobile Safari,1,0,42,12,1115784.0,27214.243902439022
6y0rce550v,basic,FEMALE,27.0,zh,content,google,Web,iPad,Mobile Safari,0,0,29,6,277154.0,9898.357142857143
ltjjwmnrzm,basic,MALE,36.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,42,18,1135095.0,27685.243902439022
7ep8o7ixhh,facebook,FEMALE,26.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,398,21,4665503.0,11751.896725440803
7x3499kxq8,facebook,FEMALE,36.0,en,seo,google,Web,Windows Desktop,IE,1,0,63,17,5465064.0,88146.19354838709
coblebxzem,facebook,MALE,24.0,en,direct,direct,iOS,Mac Desktop,Chrome,1,1,2,2,147.0,147.0
6e63j056cf,facebook,MALE,31.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,28,9,212770.0,7880.37037037037
8gjadh93js,basic,FEMALE,23.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,22,13,248468.0,11294.0
6gx6blt0cl,basic,FEMALE,31.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,96,15,6169979.0,64947.14736842105
3aolnn9c1z,facebook,FEMALE,40.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,3,3,84892.0,42446.0
t6fopu1f4n,facebook,MALE,36.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,56,16,1879442.0,33561.46428571428
ldmit9wek9,basic,FEMALE,23.0,en,sem-brand,google,Web,Windows Desktop,IE,0,0,138,31,3013201.0,21370.21985815603
b83fzyhzjp,basic,FEMALE,32.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,31,10,354759.0,11443.83870967742
3iengbdtgj,basic,MALE,46.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,20,9,291476.0,15340.842105263158
3gkv4k2x1l,facebook,MALE,30.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,423,12,6360890.0,15073.1990521327
2mf78qnydq,facebook,FEMALE,27.0,en,direct,direct,Web,Desktop (Other),Chrome,1,0,50,13,3475983.0,70938.42857142857
7wlaz1wv46,facebook,FEMALE,34.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,210,12,1444585.0,6911.88995215311
eocoi8eent,basic,MALE,48.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,80,22,822098.0,10276.225
f64bipulfx,basic,FEMALE,51.0,en,content,google,Web,Mac Desktop,Safari,1,0,41,9,609660.0,15241.5
gpxm2x112b,facebook,FEMALE,36.0,en,seo,google,Web,Windows Desktop,IE,0,0,4,4,261222.0,87074.0
4tldsy8d01,basic,MALE,64.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,182,18,2971040.0,16414.585635359115
gqkk79m3ea,basic,FEMALE,67.0,en,direct,direct,Web,Windows Desktop,IE,1,0,26,13,1162972.0,44729.692307692305
36yrm56o0d,facebook,MALE,19.0,es,sem-brand,google,Web,Windows Desktop,Chrome,0,0,3,3,177152.0,88576.0
37l4pa16ar,basic,FEMALE,50.0,en,direct,direct,Android,Other/Unknown,-unknown-,0,0,29,12,363216.0,12972.0
looj1xi6ml,facebook,MALE,28.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,130,15,3598335.0,27679.5
lflwryj898,basic,FEMALE,33.0,en,seo,google,Web,Mac Desktop,Safari,1,0,12,6,101673.0,9243.0
siwv4ybeps,basic,MALE,23.0,fr,direct,direct,Android,Other/Unknown,-unknown-,1,0,32,9,285210.0,9200.32258064516
yes18j5b1y,basic,MALE,35.0,en,direct,direct,Android,Other/Unknown,-unknown-,0,0,42,12,1144271.0,27909.048780487807
b2nl8tpo9h,basic,FEMALE,28.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,72,12,2290505.0,32260.6338028169
ewbntsi247,basic,FEMALE,35.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,42,24,1023714.0,24968.634146341465
g4o57mo0yn,facebook,FEMALE,31.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,161,13,1032518.0,6413.155279503106
u9jfkohetm,basic,MALE,57.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,70,26,3142716.0,44895.94285714286
77pvwhqjpo,facebook,MALE,32.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,48,18,1826127.0,37267.89795918368
l2a4v3e90e,basic,FEMALE,32.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,1,0,70,20,4206915.0,60098.78571428572
lop9f5w2dl,basic,MALE,45.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,47,19,1053686.0,22906.217391304348
gk6aph7q1h,facebook,FEMALE,36.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,5,4,44063.0,8812.6
nqz5yn79x5,basic,FEMALE,36.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,2,2,2953.0,2953.0
qg8vamyj46,facebook,MALE,28.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,103,8,745082.0,7304.725490196079
lxck4ce615,basic,FEMALE,27.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,77,38,6257079.0,80218.96153846153
i4581pd1k2,facebook,MALE,27.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,114,19,1207678.0,10687.41592920354
fxr7ep9fuj,basic,FEMALE,34.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,254,22,7651122.0,29887.1953125
btya4diyk1,facebook,MALE,25.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,28,11,566530.0,20982.59259259259
wt8s1aqy60,facebook,MALE,27.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,59,23,1161768.0,19690.98305084746
cxt2choquk,facebook,FEMALE,27.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,121,21,928197.0,7671.0495867768595
uqvt2ovdcd,basic,MALE,24.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,10,6,71987.0,7998.555555555556
zlcufk7ia4,basic,MALE,36.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,75,14,1553681.0,20715.746666666662
d32p1r5aa2,facebook,MALE,36.0,en,content,google,Web,Mac Desktop,Safari,0,0,14,9,152637.0,11741.307692307691
ws2n7lejve,basic,MALE,28.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,86,11,1176359.0,13839.517647058825
i6nkpkc73o,google,MALE,27.0,en,direct,direct,Android,Other/Unknown,-unknown-,1,0,47,8,232073.0,5045.065217391304
cxfwj7p5gs,facebook,FEMALE,22.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,31,11,929824.0,30994.133333333335
6akb56lo74,facebook,FEMALE,30.0,en,sem-non-brand,google,Web,Mac Desktop,Firefox,0,0,98,10,1261465.0,12872.091836734691
6depx41kec,facebook,MALE,29.0,en,sem-brand,google,Web,iPad,Mobile Safari,1,0,32,11,1079012.0,33719.125
b0bpizwr6z,basic,FEMALE,56.0,en,sem-non-brand,google,Web,Windows Desktop,Firefox,0,0,37,9,339503.0,9175.756756756757
3ebj7hm7ch,facebook,FEMALE,34.0,en,direct,direct,Web,iPad,Mobile Safari,0,0,16,11,1079599.0,67474.9375
900r5cmfp3,facebook,MALE,37.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,65,19,3060944.0,47091.446153846155
5i9p5t0ne2,facebook,MALE,30.0,en,seo,facebook,Web,Windows Desktop,Chrome,1,0,62,17,1116152.0,18002.451612903227
52jx3151mh,facebook,MALE,25.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,2,2,4065.0,4065.0
plgobmtf4v,facebook,MALE,42.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,81,13,526406.0,6580.075
6pgtq5qm3a,facebook,FEMALE,37.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,114,16,636537.0,5440.48717948718
9qq49geknl,basic,FEMALE,26.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,1113,10,9494002.0,8537.771582733812
7x3dsp9m3r,basic,FEMALE,46.0,en,sem-non-brand,google,Web,Windows Desktop,Firefox,1,0,31,11,761981.0,24580.032258064515
7gdncisfc0,basic,FEMALE,39.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,42,17,808240.0,18796.279069767443
h1vftodfjx,basic,MALE,29.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,1,0,64,10,807241.0,12613.140625
y1snl3j1v3,facebook,MALE,38.0,en,sem-brand,google,Web,iPad,Mobile Safari,0,0,15,8,1164356.0,83168.28571428571
nchq4vikc3,basic,FEMALE,37.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,133,15,1076050.0,8151.893939393939
pwzk9frol3,basic,MALE,21.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,157,16,3886962.0,24916.42307692308
2g7zmenczj,basic,MALE,65.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,123,26,5154770.0,41238.16
l6mrxhlqkh,facebook,MALE,21.0,en,seo,google,Web,Mac Desktop,Chrome,0,0,24,9,559649.0,24332.565217391304
sxfwt59qlp,basic,FEMALE,28.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,53,15,404795.0,7784.5192307692305
v0r6d4frgu,basic,MALE,24.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,75,18,1100227.0,14867.932432432432
xp1rwt2x70,basic,MALE,43.0,en,content,google,Web,Mac Desktop,Safari,1,0,16,10,309210.0,20614.0
qh42zdlag5,basic,MALE,30.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,40,8,269670.0,6741.75
7psxmo6ve2,basic,MALE,68.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,1,0,51,9,477717.0,9367.0
j8fi63y4z8,facebook,FEMALE,30.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,112,32,3619403.0,32030.11504424779
m6lvem4h34,facebook,FEMALE,23.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,310,16,2590825.0,8384.546925566343
63dlioyy5s,basic,MALE,37.0,en,direct,direct,iOS,Mac Desktop,Safari,1,1,68,14,384702.0,5741.820895522388
r53yyguhdu,basic,FEMALE,24.0,en,sem-non-brand,google,Web,Windows Desktop,IE,0,0,17,9,1777828.0,111114.25
yd1p88dh03,basic,FEMALE,36.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,2,2,4297.0,4297.0
2agu73n08m,facebook,MALE,36.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,41,15,158288.0,3957.2
ib8pg2d96o,facebook,FEMALE,40.0,en,remarketing,google,Web,Mac Desktop,Safari,0,0,50,9,496501.0,10132.673469387755
8qulu1c2ks,facebook,MALE,29.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,48,13,997295.0,20776.979166666668
mf17h9165n,facebook,FEMALE,51.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,63,14,1534836.0,24755.41935483871
8eoct1xnow,facebook,FEMALE,52.0,de,seo,google,Web,Mac Desktop,Safari,0,0,19,9,266612.0,14811.777777777776
rqwdzqpbqy,basic,FEMALE,61.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,153,20,4350754.0,28623.38157894737
qh6m3gz1qt,basic,MALE,36.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,324,43,9933824.0,30659.95061728395
os1xagithp,basic,FEMALE,35.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,99,14,758513.0,7739.928571428572
jb86dnzvxx,basic,MALE,57.0,en,direct,direct,Web,Windows Desktop,IE,0,0,39,9,354316.0,9324.105263157897
rf5r4idsi8,facebook,MALE,23.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,18,8,3407513.0,200441.9411764706
lshzh7kgiy,facebook,MALE,42.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,201,11,1702550.0,8512.75
g5ekk7l8xp,facebook,MALE,37.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,18,8,124748.0,6565.684210526316
i0y2hl3luw,facebook,FEMALE,22.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,113,11,315443.0,2816.4553571428573
g07fgtzega,basic,FEMALE,31.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,275,10,1616969.0,5901.346715328467
to5cq6uric,basic,FEMALE,24.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,515,21,14178717.0,27531.48932038835
bxg85yay9r,facebook,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Firefox,0,0,69,11,638082.0,9383.558823529413
8obwbvscqb,basic,FEMALE,25.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,657,21,5153157.0,7855.422256097561
k1p2g9xce8,basic,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,34,8,412913.0,12512.515151515152
2hf9r5nypm,facebook,FEMALE,45.0,en,direct,direct,Web,iPad,Mobile Safari,0,0,20,11,644900.0,33942.10526315789
935mj13el1,facebook,FEMALE,27.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,194,14,6446192.0,33057.39487179487
epqj8pte9f,facebook,MALE,39.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,38,11,131398.0,3551.2972972972975
eio2z26q0y,facebook,MALE,36.0,sv,sem-brand,google,Web,Windows Desktop,IE,0,0,17,8,239203.0,14950.1875
9yq1ycbbhl,basic,FEMALE,24.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,80,14,1066395.0,13498.67088607595
kshtv708f4,basic,MALE,40.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,56,11,862710.0,15685.636363636364
t4gume184v,basic,FEMALE,47.0,en,sem-non-brand,google,Web,iPad,Mobile Safari,0,0,48,15,429020.0,8755.510204081633
gbvdja1vw7,facebook,MALE,29.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,160,10,2567090.0,16145.220125786163
eh345dgddz,basic,FEMALE,21.0,en,sem-non-brand,google,Web,iPad,Mobile Safari,1,0,216,14,3203227.0,14898.73023255814
zmee74vvoq,basic,MALE,47.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,32,10,171335.0,5526.935483870968
3u2r2vsvmh,facebook,FEMALE,56.0,en,content,google,Web,Mac Desktop,Safari,0,0,25,7,197020.0,8209.166666666666
kvwk6au3ad,facebook,MALE,29.0,en,content,google,Web,Mac Desktop,Safari,0,0,13,9,88433.0,7369.416666666667
jrpy1m8gfr,basic,MALE,30.0,en,direct,direct,Moweb,Android Phone,Chrome Mobile,0,0,78,30,3994919.0,51216.91025641026
79o4bq0acr,basic,FEMALE,39.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,76,23,1233602.0,16231.605263157897
fsfqyitxbh,basic,FEMALE,37.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,139,16,5077135.0,36790.833333333336
l4kc5ggcg5,basic,MALE,57.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,84,9,3878359.0,46727.21686746988
eg31goh0me,basic,FEMALE,55.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,90,14,2859973.0,32134.52808988764
m8f2uzclgc,basic,FEMALE,66.0,en,seo,bing,Web,Windows Desktop,IE,1,0,49,17,1502787.0,31308.0625
elq9ynmkg2,basic,FEMALE,32.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,78,24,5290473.0,66130.9125
as3nidrjkc,facebook,FEMALE,47.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,29,12,254903.0,9103.67857142857
gog3rim26o,basic,MALE,56.0,ru,direct,direct,Web,Mac Desktop,Safari,0,0,152,22,2971030.0,19675.69536423841
fi899jjp9o,basic,MALE,58.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,12,7,449910.0,37492.5
2tksfu3ac0,facebook,MALE,28.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,59,15,1218457.0,21007.879310344822
ukjkznqcdx,basic,FEMALE,46.0,en,direct,direct,Web,Windows Desktop,IE,1,0,31,16,2641758.0,85218.0
ppe7kui646,basic,FEMALE,28.0,es,content,google,Web,Windows Desktop,Firefox,0,0,4,3,131707.0,43902.333333333336
e41w1bj75y,basic,FEMALE,32.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,75,22,3340668.0,43956.15789473684
ugbn6qa9pz,basic,MALE,31.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,3,3,1251.0,417.0
ekn9dr8qhe,basic,FEMALE,27.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,51,21,2657682.0,53153.64
4bixjnup39,facebook,MALE,33.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,223,36,2698144.0,12045.285714285714
29nla4v9gm,facebook,FEMALE,24.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,141,25,2703292.0,19309.22857142857
7kc82gjhxs,facebook,FEMALE,57.0,en,direct,direct,Web,Windows Desktop,IE,0,0,83,18,1514127.0,18464.963414634145
rlwarmrg7q,basic,FEMALE,40.0,en,sem-brand,google,Web,iPad,Mobile Safari,0,0,86,22,2061284.0,24250.4
yafc2h5ryw,basic,FEMALE,30.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,30,19,1092132.0,36404.4
v0glq9n9zv,facebook,FEMALE,27.0,zh,direct,direct,iOS,iPhone,-unknown-,1,1,53,11,537325.0,10333.173076923076
uqpoujq7iw,facebook,MALE,46.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,10,6,222170.0,24685.555555555555
t4qc7ybo03,basic,FEMALE,40.0,en,direct,direct,Web,Mac Desktop,Firefox,0,0,201,39,3723281.0,18616.405
ivtjkssp79,facebook,FEMALE,35.0,fr,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,27,10,249152.0,9582.76923076923
0zdlnh0e3t,facebook,FEMALE,34.0,en,direct,direct,Android,Other/Unknown,-unknown-,0,0,42,14,1836377.0,43723.26190476191
ysyltat5om,basic,MALE,43.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,18,9,418252.0,24603.058823529413
900db6e76d,basic,FEMALE,28.0,en,sem-brand,google,Web,Mac Desktop,Firefox,0,0,76,14,2327845.0,30629.53947368421
mzsxh3vzq2,basic,FEMALE,40.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,1,0,160,17,1391467.0,8751.364779874213
dnwzrw7dl0,basic,FEMALE,27.0,en,direct,direct,Android,Other/Unknown,-unknown-,1,0,141,24,3543728.0,25132.822695035466
cq0vep8okw,basic,FEMALE,31.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,24,16,474801.0,20643.521739130436
htpfuxg92k,facebook,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,2,2,674.0,674.0
olubhnvgjy,facebook,MALE,51.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,83,15,1336314.0,15538.53488372093
br8pvvhytg,basic,MALE,33.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,86,21,1445452.0,17005.317647058822
to6q3i35jr,basic,FEMALE,25.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,28,12,240092.0,8892.296296296296
w2ppfbzbe0,basic,FEMALE,39.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,303,29,7257887.0,24032.738410596023
m7k5r4vulb,basic,MALE,40.0,en,seo,bing,Web,Windows Desktop,IE,0,0,498,62,11288904.0,22714.09255533199
c4dxxqavsc,basic,MALE,37.0,en,direct,direct,Web,Windows Desktop,IE,1,0,42,16,2674322.0,63674.333333333336
4ilbymxolm,facebook,MALE,21.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,175,22,5951223.0,33813.767045454544
soshk8oxvy,basic,FEMALE,25.0,en,direct,direct,Web,Windows Desktop,IE,1,0,24,14,2030444.0,84601.83333333333
np26our26x,facebook,FEMALE,33.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,16,9,145501.0,9700.066666666668
fs8c1grt3g,basic,FEMALE,22.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,679,36,12165629.0,17812.04831625183
7opmaknzxj,facebook,MALE,41.0,en,direct,direct,iOS,iPad,-unknown-,0,1,13,11,14925.0,1243.75
zai58tp4or,basic,MALE,55.0,en,sem-brand,google,Web,Mac Desktop,Chrome,0,0,20,13,494858.0,26045.157894736843
889jqy97lf,basic,MALE,27.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,4,3,206163.0,68721.0
4pjfu4cas3,facebook,MALE,29.0,en,direct,direct,Android,Other/Unknown,-unknown-,0,0,9,7,114608.0,14326.0
7d64iw9y6q,basic,MALE,27.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,33,21,563982.0,17090.363636363636
lrz8x4z8dd,facebook,FEMALE,31.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,7,5,54789.0,7827.0
aki8w32hsj,facebook,FEMALE,28.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,42,10,1916893.0,46753.48780487805
tmlagk9slk,facebook,FEMALE,30.0,en,direct,direct,Web,Windows Desktop,CoolNovo,0,0,124,13,1083567.0,8809.487804878048
82wj2q2282,basic,FEMALE,36.0,en,sem-brand,google,Web,Windows Desktop,IE,0,0,166,33,5304607.0,32149.133333333335
03qptb1u93,facebook,FEMALE,34.0,en,direct,direct,iOS,Windows Desktop,Firefox,1,1,90,11,774604.0,8703.41573033708
4vaje3u11x,basic,MALE,42.0,en,seo,google,Web,Windows Desktop,IE,1,0,28,15,298906.0,10675.214285714286
vy4yd3hwjd,basic,MALE,43.0,en,sem-brand,google,Web,iPad,Mobile Safari,0,0,20,6,979939.0,51575.73684210526
dtl60clktn,basic,FEMALE,22.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,118,23,1801401.0,15396.589743589744
b3i5aa4g4g,basic,FEMALE,55.0,en,direct,direct,Web,Windows Desktop,IE,1,0,4,3,8611.0,2152.75
7cs5jkoadm,facebook,MALE,36.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,25,14,825780.0,33031.2
bwtc0gp6hk,facebook,FEMALE,31.0,en,direct,direct,Web,Windows Desktop,IE,1,0,77,20,4835620.0,61210.379746835446
1v33klvdn6,basic,MALE,29.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,11,9,913810.0,91381.0
5kkfo6tvwn,facebook,MALE,45.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,38,25,686204.0,18546.054054054053
zelxnrxflo,facebook,MALE,26.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,106,31,2327573.0,21753.018691588783
ywotm39mpm,facebook,FEMALE,30.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,26,11,973752.0,37452.0
u301a0eg8p,basic,FEMALE,23.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,78,14,3143277.0,40821.77922077922
p3tedmoajs,facebook,MALE,32.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,116,28,2766442.0,24056.017391304347
5cm5y09jk9,facebook,MALE,35.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,4,3,8131.0,2710.3333333333335
dh1p8pnxhd,facebook,FEMALE,20.0,es,content,google,Web,Windows Desktop,Chrome,0,0,42,14,2731729.0,66627.53658536586
zhow1mqupt,basic,MALE,40.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,16,8,362408.0,24160.533333333333
ph91hmqrga,facebook,MALE,43.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,4,4,1111979.0,370659.6666666667
7jwcu4jnfi,facebook,FEMALE,28.0,en,direct,direct,Web,Windows Desktop,IE,1,0,7,5,606814.0,101135.66666666669
tm8599e36v,basic,FEMALE,25.0,zh,sem-brand,google,Web,Mac Desktop,Chrome,0,0,138,14,2820671.0,20439.644927536232
souo88kt30,basic,MALE,31.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,359,27,10729641.0,28920.865229110514
kusscfekia,facebook,FEMALE,19.0,en,direct,direct,iOS,Other/Unknown,-unknown-,0,1,8,1,362754.0,51822.0
r3erq8c80w,facebook,MALE,27.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,154,20,11939226.0,70230.74117647059
hrt3c8ca1y,basic,FEMALE,30.0,en,content,google,Web,Mac Desktop,Safari,1,0,121,30,2792065.0,22159.24603174603
tndcnzjqsj,basic,MALE,50.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,133,33,2463134.0,18519.804511278195
mjmkjlhgcz,facebook,MALE,29.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,107,11,458199.0,4322.632075471698
ee5nv0ls65,facebook,MALE,71.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,9,6,82677.0,10334.625
nshohgv6qo,basic,FEMALE,67.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,728,22,8765322.0,12056.839064649244
kdfkojbejw,facebook,MALE,36.0,en,direct,direct,Web,Windows Desktop,IE,1,0,5,5,666.0,166.5
u8jrcnjtlg,facebook,MALE,35.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,122,11,681938.0,5635.851239669421
cz2uvgb07w,basic,MALE,34.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,101,26,7578235.0,74296.42156862745
z5cxpg06gg,basic,FEMALE,37.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,40,16,1739586.0,43489.65
ga4twn31n0,facebook,FEMALE,30.0,en,direct,direct,Android,Other/Unknown,-unknown-,0,0,462,12,4837412.0,10493.301518438178
ecg9m14why,facebook,MALE,32.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,30,14,1872126.0,64556.06896551724
82v9m2xaos,facebook,MALE,31.0,en,remarketing,google,Web,Mac Desktop,Safari,0,0,5,3,14256.0,3564.0
ppd1gehu88,facebook,MALE,49.0,en,direct,direct,Web,Windows Desktop,IE,0,0,5,4,613000.0,102166.66666666669
ej64txug0a,basic,FEMALE,46.0,en,direct,direct,Web,Windows Desktop,IE,1,0,260,46,7101499.0,26899.617424242424
sqhbfp0aer,facebook,MALE,34.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,16,9,486752.0,32450.133333333335
67j6idqpqf,facebook,MALE,25.0,en,sem-non-brand,google,Web,Mac Desktop,Chrome,0,0,154,29,3062921.0,20019.091503267973
vg9inkvt0o,basic,FEMALE,23.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,26,15,591029.0,22731.884615384617
f9hx0ckn25,facebook,MALE,33.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,126,15,812551.0,6500.408
ju0jcpjapv,facebook,MALE,33.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,15,7,31813.0,2272.3571428571427
t3m6rocz6w,basic,FEMALE,24.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,32,11,410838.0,12838.6875
oq78ntv8l1,facebook,MALE,34.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,218,10,2177044.0,10032.460829493088
5hmn3s0198,basic,MALE,38.0,en,direct,direct,Web,Mac Desktop,Firefox,0,0,270,39,5301626.0,19708.6468401487
7zxjy5hxmn,basic,MALE,33.0,en,seo,google,Web,Windows Desktop,Chrome,1,0,110,28,3816039.0,34691.263636363634
shbx8amx4z,basic,FEMALE,32.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,140,31,2775850.0,19970.143884892088
v8n1hwebp1,facebook,FEMALE,32.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,22,9,1209946.0,57616.47619047619
